t,vs_fpm,vcas_kts,alt_ft,nz,alpha_deg,pstick,throttle
31.0167,3171.28,196.796,7267.21,1.1819,7.87777,0,0.458093
31.0333,3171.23,196.786,7268.09,1.18189,7.87843,0,0.458093
31.05,3171.19,196.777,7268.97,1.18187,7.87908,0,0.458093
31.0667,3171.14,196.767,7269.85,1.18186,7.87974,0,0.458093
31.0833,3171.09,196.757,7270.73,1.18184,7.8804,0,0.458093
31.1,3171.05,196.747,7271.61,1.18183,7.88105,0,0.458093
31.1167,3171,196.738,7272.49,1.18181,7.88171,0,0.458093
31.1333,3170.95,196.728,7273.37,1.18179,7.88237,0,0.458093
31.15,3170.9,196.718,7274.26,1.18178,7.88303,0,0.458093
31.1667,3170.86,196.708,7275.14,1.18176,7.88369,0,0.458093
31.1833,3170.81,196.699,7276.02,1.18175,7.88434,0,0.458093
31.2,3170.76,196.689,7276.9,1.18173,7.885,0,0.458093
31.2167,3170.71,196.679,7277.78,1.18172,7.88566,0,0.458093
31.2333,3170.67,196.669,7278.66,1.1817,7.88632,0,0.458093
31.25,3170.62,196.66,7279.54,1.18168,7.88698,0,0.458093
31.2667,3170.57,196.65,7280.42,1.18167,7.88764,0,0.458093
31.2833,3170.53,196.64,7281.3,1.18165,7.8883,0,0.458093
31.3,3170.48,196.63,7282.18,1.18164,7.88896,0,0.458093
31.3167,3170.43,196.621,7283.06,1.18162,7.88962,0,0.458093
31.3333,3170.38,196.611,7283.94,1.18161,7.89028,0,0.458093
31.35,3170.34,196.601,7284.82,1.18159,7.89094,0,0.458093
31.3667,3170.29,196.592,7285.7,1.18158,7.8916,0,0.458093
31.3833,3170.24,196.582,7286.59,1.18156,7.89226,0,0.458093
31.4,3170.19,196.572,7287.47,1.18154,7.89292,0,0.458093
31.4167,3170.15,196.562,7288.35,1.18153,7.89358,0,0.458093
31.4333,3170.1,196.552,7289.23,1.18151,7.89424,0,0.458093
31.45,3170.05,196.543,7290.11,1.1815,7.8949,0,0.458093
31.4667,3170,196.533,7290.99,1.18148,7.89556,0,0.458093
31.4833,3169.96,196.523,7291.87,1.18147,7.89622,0,0.458093
31.5,3169.91,196.513,7292.75,1.18145,7.89689,0,0.458093
31.5167,3169.86,196.504,7293.63,1.18143,7.89755,0,0.458093
31.5333,3169.82,196.494,7294.51,1.18142,7.89821,0,0.458093
31.55,3169.77,196.484,7295.39,1.1814,7.89887,0,0.458093
31.5667,3169.72,196.474,7296.27,1.18139,7.89954,0,0.458093
31.5833,3169.67,196.465,7297.15,1.18137,7.9002,0,0.458093
31.6,3169.63,196.455,7298.03,1.18136,7.90086,0,0.458093
31.6167,3169.58,196.445,7298.91,1.18134,7.90152,0,0.458093
31.6333,3169.53,196.435,7299.79,1.18133,7.90219,0,0.458093
31.65,3169.48,196.426,7300.67,1.18131,7.90285,0,0.458093
31.6667,3169.44,196.416,7301.55,1.18129,7.90351,0,0.458093
31.6833,3169.39,196.406,7302.43,1.18128,7.90418,0,0.458093
31.7,3169.34,196.396,7303.31,1.18126,7.90484,0,0.458093
31.7167,3169.29,196.386,7304.19,1.18125,7.90551,0,0.458093
31.7333,3169.25,196.377,7305.08,1.18123,7.90617,0,0.458093
31.75,3169.2,196.367,7305.96,1.18122,7.90684,0,0.458093
31.7667,3169.15,196.357,7306.84,1.1812,7.9075,0,0.458093
31.7833,3169.1,196.347,7307.72,1.18118,7.90817,0,0.458093
31.8,3169.06,196.338,7308.6,1.18117,7.90883,0,0.458093
31.8167,3169.01,196.328,7309.48,1.18115,7.9095,0,0.458093
31.8333,3168.96,196.318,7310.36,1.18114,7.91016,0,0.458093
31.85,3168.91,196.308,7311.24,1.18112,7.91083,0,0.458093
31.8667,3168.87,196.298,7312.12,1.18111,7.91149,0,0.458093
31.8833,3168.82,196.289,7313,1.18109,7.91216,0,0.458093
31.9,3168.77,196.279,7313.88,1.18108,7.91283,0,0.458093
31.9167,3168.72,196.269,7314.76,1.18106,7.91349,0,0.458093
31.9333,3168.68,196.259,7315.64,1.18104,7.91416,0,0.458093
31.95,3168.63,196.249,7316.52,1.18103,7.91483,0,0.458093
31.9667,3168.58,196.24,7317.4,1.18101,7.9155,0,0.458093
31.9833,3168.53,196.23,7318.28,1.181,7.91616,0,0.458093
32,3168.49,196.22,7319.16,1.18098,7.91683,0,0.458093
32.0167,3168.44,196.21,7320.04,1.18097,7.9175,0,0.458093
32.0333,3168.39,196.2,7320.92,1.18095,7.91817,0,0.458093
32.05,3168.34,196.191,7321.8,1.18093,7.91883,0,0.458093
32.0667,3168.3,196.181,7322.68,1.18092,7.9195,0,0.458093
32.0833,3168.25,196.171,7323.56,1.1809,7.92017,0,0.458093
32.1,3168.2,196.161,7324.44,1.18089,7.92084,0,0.458093
32.1167,3168.15,196.151,7325.32,1.18087,7.92151,0,0.458093
32.1333,3168.11,196.142,7326.2,1.18086,7.92218,0,0.458093
32.15,3168.06,196.132,7327.08,1.18084,7.92285,0,0.458093
32.1667,3168.01,196.122,7327.96,1.18083,7.92352,0,0.458093
32.1833,3167.96,196.112,7328.84,1.18081,7.92419,0,0.458093
32.2,3167.91,196.102,7329.72,1.18079,7.92486,0,0.458093
32.2167,3167.87,196.092,7330.6,1.18078,7.92553,0,0.458093
32.2333,3167.82,196.083,7331.48,1.18076,7.9262,0,0.458093
32.25,3167.77,196.073,7332.36,1.18075,7.92687,0,0.458093
32.2667,3167.72,196.063,7333.24,1.18073,7.92754,0,0.458093
32.2833,3167.68,196.053,7334.12,1.18072,7.92821,0,0.458093
32.3,3167.63,196.043,7335,1.1807,7.92888,0,0.458093
32.3167,3167.58,196.034,7335.88,1.18068,7.92955,0,0.458093
32.3333,3167.53,196.024,7336.76,1.18067,7.93022,0,0.458093
32.35,3167.49,196.014,7337.64,1.18065,7.93089,0,0.458093
32.3667,3167.44,196.004,7338.52,1.18064,7.93157,0,0.458093
32.3833,3167.39,195.994,7339.4,1.18062,7.93224,0,0.458093
32.4,3167.34,195.984,7340.28,1.18061,7.93291,0,0.458093
32.4167,3167.29,195.975,7341.16,1.18059,7.93358,0,0.458093
32.4333,3167.25,195.965,7342.04,1.18057,7.93425,0,0.458093
32.45,3167.2,195.955,7342.92,1.18056,7.93493,0,0.458093
32.4667,3167.15,195.945,7343.8,1.18054,7.9356,0,0.458093
32.4833,3167.1,195.935,7344.68,1.18053,7.93627,0,0.458093
32.5,3167.06,195.925,7345.56,1.18051,7.93695,0,0.458093
32.5167,3167.01,195.915,7346.44,1.1805,7.93762,0,0.458093
32.5333,3166.96,195.906,7347.32,1.18048,7.93829,0,0.458093
32.55,3166.91,195.896,7348.2,1.18047,7.93897,0,0.458093
32.5667,3166.87,195.886,7349.08,1.18045,7.93964,0,0.458093
32.5833,3166.82,195.876,7349.96,1.18043,7.94032,0,0.458093
32.6,3166.77,195.866,7350.84,1.18042,7.94099,0,0.458093
32.6167,3166.72,195.856,7351.71,1.1804,7.94167,0,0.458093
32.6333,3166.67,195.847,7352.59,1.18039,7.94234,0,0.458093
32.65,3166.63,195.837,7353.47,1.18037,7.94302,0,0.458093
32.6667,3166.58,195.827,7354.35,1.18036,7.94369,0,0.458093
32.6833,3166.53,195.817,7355.23,1.18034,7.94437,0,0.458093
32.7,3166.48,195.807,7356.11,1.18032,7.94504,0,0.458093
32.7167,3166.44,195.797,7356.99,1.18031,7.94572,0,0.458093
32.7333,3166.39,195.787,7357.87,1.18029,7.94639,0,0.458093
32.75,3166.34,195.778,7358.75,1.18028,7.94707,0,0.458093
32.7667,3166.29,195.768,7359.63,1.18026,7.94775,0,0.458093
32.7833,3166.24,195.758,7360.51,1.18025,7.94842,0,0.458093
32.8,3166.2,195.748,7361.39,1.18023,7.9491,0,0.458093
32.8167,3166.15,195.738,7362.27,1.18021,7.94978,0,0.458093
32.8333,3166.1,195.728,7363.15,1.1802,7.95046,0,0.458093
32.85,3166.05,195.718,7364.03,1.18018,7.95113,0,0.458093
32.8667,3166,195.708,7364.91,1.18017,7.95181,0,0.458093
32.8833,3165.96,195.699,7365.79,1.18015,7.95249,0,0.458093
32.9,3165.91,195.689,7366.67,1.18014,7.95317,0,0.458093
32.9167,3165.86,195.679,7367.55,1.18012,7.95384,0,0.458093
32.9333,3165.81,195.669,7368.43,1.1801,7.95452,0,0.458093
32.95,3165.77,195.659,7369.31,1.18009,7.9552,0,0.458093
32.9667,3165.72,195.649,7370.18,1.18007,7.95588,0,0.458093
32.9833,3165.67,195.639,7371.06,1.18006,7.95656,0,0.458093
33,3165.62,195.629,7371.94,1.18004,7.95724,0,0.458093
33.0167,3165.57,195.62,7372.82,1.18003,7.95792,0,0.458093
33.0333,3165.53,195.61,7373.7,1.18001,7.9586,0,0.458093
33.05,3165.48,195.6,7374.58,1.17999,7.95928,0,0.458093
33.0667,3165.43,195.59,7375.46,1.17998,7.95996,0,0.458093
33.0833,3165.38,195.58,7376.34,1.17996,7.96064,0,0.458093
33.1,3165.33,195.57,7377.22,1.17995,7.96132,0,0.458093
33.1167,3165.29,195.56,7378.1,1.17993,7.962,0,0.458093
33.1333,3165.24,195.55,7378.98,1.17992,7.96268,0,0.458093
33.15,3165.19,195.54,7379.86,1.1799,7.96336,0,0.458093
33.1667,3165.14,195.53,7380.74,1.17989,7.96404,0,0.458093
33.1833,3165.09,195.521,7381.62,1.17987,7.96472,0,0.458093
33.2,3165.05,195.511,7382.49,1.17985,7.9654,0,0.458093
33.2167,3165,195.501,7383.37,1.17984,7.96609,0,0.458093
33.2333,3164.95,195.491,7384.25,1.17982,7.96677,0,0.458093
33.25,3164.9,195.481,7385.13,1.17981,7.96745,0,0.458093
33.2667,3164.86,195.471,7386.01,1.17979,7.96813,0,0.458093
33.2833,3164.81,195.461,7386.89,1.17978,7.96882,0,0.458093
33.3,3164.76,195.451,7387.77,1.17976,7.9695,0,0.458093
33.3167,3164.71,195.441,7388.65,1.17974,7.97018,0,0.458093
33.3333,3164.66,195.431,7389.53,1.17973,7.97086,0,0.458093
33.35,3164.62,195.422,7390.41,1.17971,7.97155,0,0.458093
33.3667,3164.57,195.412,7391.29,1.1797,7.97223,0,0.458093
33.3833,3164.52,195.402,7392.16,1.17968,7.97292,0,0.458093
33.4,3164.47,195.392,7393.04,1.17967,7.9736,0,0.458093
33.4167,3164.42,195.382,7393.92,1.17965,7.97428,0,0.458093
33.4333,3164.38,195.372,7394.8,1.17963,7.97497,0,0.458093
33.45,3164.33,195.362,7395.68,1.17962,7.97565,0,0.458093
33.4667,3164.28,195.352,7396.56,1.1796,7.97634,0,0.458093
33.4833,3164.23,195.342,7397.44,1.17959,7.97702,0,0.458093
33.5,3164.18,195.332,7398.32,1.17957,7.97771,0,0.458093
33.5167,3164.14,195.322,7399.2,1.17956,7.97839,0,0.458093
33.5333,3164.09,195.312,7400.08,1.17954,7.97908,0,0.458093
33.55,3164.04,195.302,7400.95,1.17952,7.97976,0,0.458093
33.5667,3163.99,195.293,7401.83,1.17951,7.98045,0,0.458093
33.5833,3163.94,195.283,7402.71,1.17949,7.98114,0,0.458093
33.6,3163.89,195.273,7403.59,1.17948,7.98182,0,0.458093
33.6167,3163.85,195.263,7404.47,1.17946,7.98251,0,0.458093
33.6333,3163.8,195.253,7405.35,1.17945,7.9832,0,0.458093
33.65,3163.75,195.243,7406.23,1.17943,7.98388,0,0.458093
33.6667,3163.7,195.233,7407.11,1.17941,7.98457,0,0.458093
33.6833,3163.65,195.223,7407.98,1.1794,7.98526,0,0.458093
33.7,3163.61,195.213,7408.86,1.17938,7.98594,0,0.458093
33.7167,3163.56,195.203,7409.74,1.17937,7.98663,0,0.458093
33.7333,3163.51,195.193,7410.62,1.17935,7.98732,0,0.458093
33.75,3163.46,195.183,7411.5,1.17934,7.98801,0,0.458093
33.7667,3163.41,195.173,7412.38,1.17932,7.9887,0,0.458093
33.7833,3163.37,195.163,7413.26,1.1793,7.98938,0,0.458093
33.8,3163.32,195.153,7414.14,1.17929,7.99007,0,0.458093
33.8167,3163.27,195.143,7415.01,1.17927,7.99076,0,0.458093
33.8333,3163.22,195.133,7415.89,1.17926,7.99145,0,0.458093
33.85,3163.17,195.123,7416.77,1.17924,7.99214,0,0.458093
33.8667,3163.13,195.114,7417.65,1.17923,7.99283,0,0.458093
33.8833,3163.08,195.104,7418.53,1.17921,7.99352,0,0.458093
33.9,3163.03,195.094,7419.41,1.17919,7.99421,0,0.458093
33.9167,3162.98,195.084,7420.29,1.17918,7.9949,0,0.458093
33.9333,3162.93,195.074,7421.17,1.17916,7.99559,0,0.458093
33.95,3162.88,195.064,7422.04,1.17915,7.99628,0,0.458093
33.9667,3162.84,195.054,7422.92,1.17913,7.99697,0,0.458093
33.9833,3162.79,195.044,7423.8,1.17912,7.99766,0,0.458093
34,3162.74,195.034,7424.68,1.1791,7.99835,0,0.458093
34.0167,3162.69,195.024,7425.56,1.17908,7.99905,0,0.458093
34.0333,3162.64,195.014,7426.44,1.17907,7.99974,0,0.458093
34.05,3162.6,195.004,7427.32,1.17905,8.00043,0,0.458093
34.0667,3162.55,194.994,7428.19,1.17904,8.00112,0,0.458093
34.0833,3162.5,194.984,7429.07,1.17902,8.00181,0,0.458093
34.1,3162.45,194.974,7429.95,1.17901,8.0025,0,0.458093
34.1167,3162.4,194.964,7430.83,1.17899,8.0032,0,0.458093
34.1333,3162.35,194.954,7431.71,1.17897,8.00389,0,0.458093
34.15,3162.31,194.944,7432.59,1.17896,8.00458,0,0.458093
34.1667,3162.26,194.934,7433.46,1.17894,8.00528,0,0.458093
34.1833,3162.21,194.924,7434.34,1.17893,8.00597,0,0.458093
34.2,3162.16,194.914,7435.22,1.17891,8.00666,0,0.458093
34.2167,3162.11,194.904,7436.1,1.1789,8.00736,0,0.458093
34.2333,3162.07,194.894,7436.98,1.17888,8.00805,0,0.458093
34.25,3162.02,194.884,7437.86,1.17886,8.00874,0,0.458093
34.2667,3161.97,194.874,7438.73,1.17885,8.00944,0,0.458093
34.2833,3161.92,194.864,7439.61,1.17883,8.01013,0,0.458093
34.3,3161.87,194.854,7440.49,1.17882,8.01083,0,0.458093
34.3167,3161.82,194.844,7441.37,1.1788,8.01152,0,0.458093
34.3333,3161.78,194.834,7442.25,1.17879,8.01222,0,0.458093
34.35,3161.73,194.824,7443.13,1.17877,8.01291,0,0.458093
34.3667,3161.68,194.814,7444,1.17875,8.01361,0,0.458093
34.3833,3161.63,194.804,7444.88,1.17874,8.01431,0,0.458093
34.4,3161.58,194.794,7445.76,1.17872,8.015,0,0.458093
34.4167,3161.53,194.784,7446.64,1.17871,8.0157,0,0.458093
34.4333,3161.49,194.774,7447.52,1.17869,8.01639,0,0.458093
34.45,3161.44,194.764,7448.4,1.17868,8.01709,0,0.458093
34.4667,3161.39,194.754,7449.27,1.17866,8.01779,0,0.458093
34.4833,3161.34,194.744,7450.15,1.17864,8.01848,0,0.458093
34.5,3161.29,194.734,7451.03,1.17863,8.01918,0,0.458093
34.5167,3161.24,194.724,7451.91,1.17861,8.01988,0,0.458093
34.5333,3161.2,194.714,7452.79,1.1786,8.02058,0,0.458093
34.55,3161.15,194.704,7453.66,1.17858,8.02127,0,0.458093
34.5667,3161.1,194.694,7454.54,1.17857,8.02197,0,0.458093
34.5833,3161.05,194.684,7455.42,1.17855,8.02267,0,0.458093
34.6,3161,194.674,7456.3,1.17853,8.02337,0,0.458093
34.6167,3160.95,194.664,7457.18,1.17852,8.02407,0,0.458093
34.6333,3160.91,194.654,7458.05,1.1785,8.02477,0,0.458093
34.65,3160.86,194.644,7458.93,1.17849,8.02546,0,0.458093
34.6667,3160.81,194.634,7459.81,1.17847,8.02616,0,0.458093
34.6833,3160.76,194.624,7460.69,1.17845,8.02686,0,0.458093
34.7,3160.71,194.614,7461.57,1.17844,8.02756,0,0.458093
34.7167,3160.66,194.604,7462.44,1.17842,8.02826,0,0.458093
34.7333,3160.62,194.594,7463.32,1.17841,8.02896,0,0.458093
34.75,3160.57,194.584,7464.2,1.17839,8.02966,0,0.458093
34.7667,3160.52,194.574,7465.08,1.17838,8.03036,0,0.458093
34.7833,3160.47,194.564,7465.96,1.17836,8.03106,0,0.458093
34.8,3160.42,194.554,7466.83,1.17834,8.03176,0,0.458093
34.8167,3160.37,194.544,7467.71,1.17833,8.03247,0,0.458093
34.8333,3160.33,194.534,7468.59,1.17831,8.03317,0,0.458093
34.85,3160.28,194.524,7469.47,1.1783,8.03387,0,0.458093
34.8667,3160.23,194.514,7470.35,1.17828,8.03457,0,0.458093
34.8833,3160.18,194.504,7471.22,1.17827,8.03527,0,0.458093
34.9,3160.13,194.494,7472.1,1.17825,8.03597,0,0.458093
34.9167,3160.08,194.483,7472.98,1.17823,8.03668,0,0.458093
34.9333,3160.04,194.473,7473.86,1.17822,8.03738,0,0.458093
34.95,3159.99,194.463,7474.73,1.1782,8.03808,0,0.458093
34.9667,3159.94,194.453,7475.61,1.17819,8.03878,0,0.458093
34.9833,3159.89,194.443,7476.49,1.17817,8.03949,0,0.458093
35,3159.84,194.433,7477.37,1.17816,8.04019,0,0.458093
35.0167,3159.79,194.423,7478.25,1.17814,8.04089,0,0.458093
35.0333,3159.75,194.413,7479.12,1.17812,8.0416,0,0.458093
35.05,3159.7,194.403,7480,1.17811,8.0423,0,0.458093
35.0667,3159.65,194.393,7480.88,1.17809,8.04301,0,0.458093
35.0833,3159.6,194.383,7481.76,1.17808,8.04371,0,0.458093
35.1,3159.55,194.373,7482.63,1.17806,8.04441,0,0.458093
35.1167,3159.5,194.363,7483.51,1.17805,8.04512,0,0.458093
35.1333,3159.45,194.353,7484.39,1.17803,8.04582,0,0.458093
35.15,3159.41,194.343,7485.27,1.17801,8.04653,0,0.458093
35.1667,3159.36,194.333,7486.14,1.178,8.04723,0,0.458093
35.1833,3159.31,194.323,7487.02,1.17798,8.04794,0,0.458093
35.2,3159.26,194.313,7487.9,1.17797,8.04865,0,0.458093
35.2167,3159.21,194.302,7488.78,1.17795,8.04935,0,0.458093
35.2333,3159.16,194.292,7489.65,1.17793,8.05006,0,0.458093
35.25,3159.12,194.282,7490.53,1.17792,8.05076,0,0.458093
35.2667,3159.07,194.272,7491.41,1.1779,8.05147,0,0.458093
35.2833,3159.02,194.262,7492.29,1.17789,8.05218,0,0.458093
35.3,3158.97,194.252,7493.16,1.17787,8.05288,0,0.458093
35.3167,3158.92,194.242,7494.04,1.17786,8.05359,0,0.458093
35.3333,3158.87,194.232,7494.92,1.17784,8.0543,0,0.458093
35.35,3158.82,194.222,7495.8,1.17782,8.05501,0,0.458093
35.3667,3158.78,194.212,7496.67,1.17781,8.05571,0,0.458093
35.3833,3158.73,194.202,7497.55,1.17779,8.05642,0,0.458093
35.4,3158.68,194.192,7498.43,1.17778,8.05713,0,0.458093
35.4167,3158.63,194.182,7499.31,1.17776,8.05784,0,0.458093
35.4333,3158.58,194.171,7500.18,1.17775,8.05855,0,0.458093
35.45,3158.53,194.161,7501.06,1.17773,8.05926,0,0.458093
35.4667,3158.48,194.151,7501.94,1.17771,8.05997,0,0.458093
35.4833,3158.44,194.141,7502.82,1.1777,8.06068,0,0.458093
35.5,3158.39,194.131,7503.69,1.17768,8.06138,0,0.458093
35.5167,3158.34,194.121,7504.57,1.17767,8.06209,0,0.458093
35.5333,3158.29,194.111,7505.45,1.17765,8.0628,0,0.458093
35.55,3158.24,194.101,7506.33,1.17764,8.06351,0,0.458093
35.5667,3158.19,194.091,7507.2,1.17762,8.06422,0,0.458093
35.5833,3158.15,194.081,7508.08,1.1776,8.06494,0,0.458093
35.6,3158.1,194.07,7508.96,1.17759,8.06565,0,0.458093
35.6167,3158.05,194.06,7509.83,1.17757,8.06636,0,0.458093
35.6333,3158,194.05,7510.71,1.17756,8.06707,0,0.458093
35.65,3157.95,194.04,7511.59,1.17754,8.06778,0,0.458093
35.6667,3157.9,194.03,7512.47,1.17752,8.06849,0,0.458093
35.6833,3157.85,194.02,7513.34,1.17751,8.0692,0,0.458093
35.7,3157.81,194.01,7514.22,1.17749,8.06991,0,0.458093
35.7167,3157.76,194,7515.1,1.17748,8.07063,0,0.458093
35.7333,3157.71,193.99,7515.97,1.17746,8.07134,0,0.458093
35.75,3157.66,193.979,7516.85,1.17745,8.07205,0,0.458093
35.7667,3157.61,193.969,7517.73,1.17743,8.07276,0,0.458093
35.7833,3157.56,193.959,7518.61,1.17741,8.07348,0,0.458093
35.8,3157.51,193.949,7519.48,1.1774,8.07419,0,0.458093
35.8167,3157.47,193.939,7520.36,1.17738,8.0749,0,0.458093
35.8333,3157.42,193.929,7521.24,1.17737,8.07562,0,0.458093
35.85,3157.37,193.919,7522.11,1.17735,8.07633,0,0.458093
35.8667,3157.32,193.909,7522.99,1.17734,8.07705,0,0.458093
35.8833,3157.27,193.899,7523.87,1.17732,8.07776,0,0.458093
35.9,3157.22,193.888,7524.75,1.1773,8.07847,0,0.458093
35.9167,3157.17,193.878,7525.62,1.17729,8.07919,0,0.458093
35.9333,3157.13,193.868,7526.5,1.17727,8.0799,0,0.458093
35.95,3157.08,193.858,7527.38,1.17726,8.08062,0,0.458093
35.9667,3157.03,193.848,7528.25,1.17724,8.08133,0,0.458093
35.9833,3156.98,193.838,7529.13,1.17722,8.08205,0,0.458093
36,3156.93,193.828,7530.01,1.17721,8.08277,0,0.458093
36.0167,3156.88,193.817,7530.88,1.17719,8.08348,0,0.458093
36.0333,3156.83,193.807,7531.76,1.17718,8.0842,0,0.458093
36.05,3156.78,193.797,7532.64,1.17716,8.08491,0,0.458093
36.0667,3156.74,193.787,7533.52,1.17715,8.08563,0,0.458093
36.0833,3156.69,193.777,7534.39,1.17713,8.08635,0,0.458093
36.1,3156.64,193.767,7535.27,1.17711,8.08706,0,0.458093
36.1167,3156.59,193.757,7536.15,1.1771,8.08778,0,0.458093
36.1333,3156.54,193.746,7537.02,1.17708,8.0885,0,0.458093
36.15,3156.49,193.736,7537.9,1.17707,8.08922,0,0.458093
36.1667,3156.44,193.726,7538.78,1.17705,8.08993,0,0.458093
36.1833,3156.4,193.716,7539.65,1.17704,8.09065,0,0.458093
36.2,3156.35,193.706,7540.53,1.17702,8.09137,0,0.458093
36.2167,3156.3,193.696,7541.41,1.177,8.09209,0,0.458093
36.2333,3156.25,193.686,7542.28,1.17699,8.09281,0,0.458093
36.25,3156.2,193.675,7543.16,1.17697,8.09353,0,0.458093
36.2667,3156.15,193.665,7544.04,1.17696,8.09425,0,0.458093
36.2833,3156.1,193.655,7544.91,1.17694,8.09496,0,0.458093
36.3,3156.05,193.645,7545.79,1.17692,8.09568,0,0.458093
36.3167,3156.01,193.635,7546.67,1.17691,8.0964,0,0.458093
36.3333,3155.96,193.625,7547.54,1.17689,8.09712,0,0.458093
36.35,3155.91,193.614,7548.42,1.17688,8.09784,0,0.458093
36.3667,3155.86,193.604,7549.3,1.17686,8.09856,0,0.458093
36.3833,3155.81,193.594,7550.17,1.17685,8.09928,0,0.458093
36.4,3155.76,193.584,7551.05,1.17683,8.10001,0,0.458093
36.4167,3155.71,193.574,7551.93,1.17681,8.10073,0,0.458093
36.4333,3155.67,193.564,7552.8,1.1768,8.10145,0,0.458093
36.45,3155.62,193.553,7553.68,1.17678,8.10217,0,0.458093
36.4667,3155.57,193.543,7554.56,1.17677,8.10289,0,0.458093
36.4833,3155.52,193.533,7555.43,1.17675,8.10361,0,0.458093
36.5,3155.47,193.523,7556.31,1.17674,8.10433,0,0.458093
36.5167,3155.42,193.513,7557.19,1.17672,8.10506,0,0.458093
36.5333,3155.37,193.503,7558.06,1.1767,8.10578,0,0.458093
36.55,3155.32,193.492,7558.94,1.17669,8.1065,0,0.458093
36.5667,3155.28,193.482,7559.82,1.17667,8.10722,0,0.458093
36.5833,3155.23,193.472,7560.69,1.17666,8.10795,0,0.458093
36.6,3155.18,193.462,7561.57,1.17664,8.10867,0,0.458093
36.6167,3155.13,193.452,7562.44,1.17662,8.10939,0,0.458093
36.6333,3155.08,193.441,7563.32,1.17661,8.11012,0,0.458093
36.65,3155.03,193.431,7564.2,1.17659,8.11084,0,0.458093
36.6667,3154.98,193.421,7565.07,1.17658,8.11157,0,0.458093
36.6833,3154.93,193.411,7565.95,1.17656,8.11229,0,0.458093
36.7,3154.89,193.401,7566.83,1.17655,8.11302,0,0.458093
36.7167,3154.84,193.39,7567.7,1.17653,8.11374,0,0.458093
36.7333,3154.79,193.38,7568.58,1.17651,8.11447,0,0.458093
36.75,3154.74,193.37,7569.46,1.1765,8.11519,0,0.458093
36.7667,3154.69,193.36,7570.33,1.17648,8.11592,0,0.458093
36.7833,3154.64,193.35,7571.21,1.17647,8.11664,0,0.458093
36.8,3154.59,193.339,7572.08,1.17645,8.11737,0,0.458093
36.8167,3154.54,193.329,7572.96,1.17643,8.11809,0,0.458093
36.8333,3154.5,193.319,7573.84,1.17642,8.11882,0,0.458093
36.85,3154.45,193.309,7574.71,1.1764,8.11955,0,0.458093
36.8667,3154.4,193.299,7575.59,1.17639,8.12027,0,0.458093
36.8833,3154.35,193.288,7576.47,1.17637,8.121,0,0.458093
36.9,3154.3,193.278,7577.34,1.17636,8.12173,0,0.458093
36.9167,3154.25,193.268,7578.22,1.17634,8.12245,0,0.458093
36.9333,3154.2,193.258,7579.09,1.17632,8.12318,0,0.458093
36.95,3154.15,193.248,7579.97,1.17631,8.12391,0,0.458093
36.9667,3154.1,193.237,7580.85,1.17629,8.12464,0,0.458093
36.9833,3154.06,193.227,7581.72,1.17628,8.12537,0,0.458093
37,3154.01,193.217,7582.6,1.17626,8.12609,0,0.458093
37.0167,3153.96,193.207,7583.47,1.17624,8.12682,0,0.458093
37.0333,3153.91,193.197,7584.35,1.17623,8.12755,0,0.458093
37.05,3153.86,193.186,7585.23,1.17621,8.12828,0,0.458093
37.0667,3153.81,193.176,7586.1,1.1762,8.12901,0,0.458093
37.0833,3153.76,193.166,7586.98,1.17618,8.12974,0,0.458093
37.1,3153.71,193.156,7587.85,1.17617,8.13047,0,0.458093
37.1167,3153.67,193.145,7588.73,1.17615,8.1312,0,0.458093
37.1333,3153.62,193.135,7589.61,1.17613,8.13193,0,0.458093
37.15,3153.57,193.125,7590.48,1.17612,8.13266,0,0.458093
37.1667,3153.52,193.115,7591.36,1.1761,8.13339,0,0.458093
37.1833,3153.47,193.104,7592.23,1.17609,8.13412,0,0.458093
37.2,3153.42,193.094,7593.11,1.17607,8.13485,0,0.458093
37.2167,3153.37,193.084,7593.99,1.17605,8.13558,0,0.458093
37.2333,3153.32,193.074,7594.86,1.17604,8.13631,0,0.458093
37.25,3153.27,193.063,7595.74,1.17602,8.13705,0,0.458093
37.2667,3153.23,193.053,7596.61,1.17601,8.13778,0,0.458093
37.2833,3153.18,193.043,7597.49,1.17599,8.13851,0,0.458093
37.3,3153.13,193.033,7598.37,1.17598,8.13924,0,0.458093
37.3167,3153.08,193.023,7599.24,1.17596,8.13998,0,0.458093
37.3333,3153.03,193.012,7600.12,1.17594,8.14071,0,0.458093
37.35,3152.98,193.002,7600.99,1.17593,8.14144,0,0.458093
37.3667,3152.93,192.992,7601.87,1.17591,8.14217,0,0.458093
37.3833,3152.88,192.982,7602.75,1.1759,8.14291,0,0.458093
37.4,3152.84,192.971,7603.62,1.17588,8.14364,0,0.458093
37.4167,3152.79,192.961,7604.5,1.17586,8.14438,0,0.458093
37.4333,3152.74,192.951,7605.37,1.17585,8.14511,0,0.458093
37.45,3152.69,192.94,7606.25,1.17583,8.14584,0,0.458093
37.4667,3152.64,192.93,7607.12,1.17582,8.14658,0,0.458093
37.4833,3152.59,192.92,7608,1.1758,8.14731,0,0.458093
37.5,3152.54,192.91,7608.88,1.17579,8.14805,0,0.458093
37.5167,3152.49,192.899,7609.75,1.17577,8.14878,0,0.458093
37.5333,3152.44,192.889,7610.63,1.17575,8.14952,0,0.458093
