t,vs_fpm,vcas_kts,alt_ft,nz,alpha_deg,pstick,throttle
98.9333,2013,134.083,10569.8,1.09711,15.611,0,0.458093
98.95,2011.69,134.057,10570.4,1.09702,15.6168,0,0.458093
98.9667,2010.37,134.031,10570.9,1.09693,15.6225,0,0.458093
98.9833,2009.05,134.005,10571.5,1.09684,15.6283,0,0.458093
99,2007.72,133.979,10572,1.09675,15.6341,0,0.458093
99.0167,2006.39,133.953,10572.6,1.09666,15.6399,0,0.458093
99.0333,2005.05,133.927,10573.2,1.09658,15.6457,0,0.458093
99.05,2003.71,133.9,10573.7,1.09649,15.6515,0,0.458093
99.0667,2002.37,133.874,10574.3,1.0964,15.6573,0,0.458093
99.0833,2001.02,133.848,10574.8,1.09631,15.6631,0,0.458093
99.1,1999.67,133.822,10575.4,1.09622,15.6689,0,0.458093
99.1167,1998.31,133.795,10575.9,1.09613,15.6748,0,0.458093
99.1333,1996.95,133.769,10576.5,1.09604,15.6806,0,0.458093
99.15,1995.59,133.743,10577,1.09595,15.6865,0,0.458093
99.1667,1994.22,133.716,10577.6,1.09586,15.6923,0,0.458093
99.1833,1992.85,133.69,10578.2,1.09577,15.6982,0,0.458093
99.2,1991.47,133.663,10578.7,1.09568,15.7041,0,0.458093
99.2167,1990.09,133.637,10579.3,1.09559,15.71,0,0.458093
99.2333,1988.7,133.611,10579.8,1.0955,15.7159,0,0.458093
99.25,1987.31,133.584,10580.4,1.09541,15.7218,0,0.458093
99.2667,1985.92,133.558,10580.9,1.09533,15.7277,0,0.458093
99.2833,1984.52,133.531,10581.5,1.09524,15.7336,0,0.458093
99.3,1983.12,133.505,10582,1.09515,15.7395,0,0.458093
99.3167,1981.71,133.478,10582.6,1.09506,15.7455,0,0.458093
99.3333,1980.3,133.452,10583.1,1.09497,15.7514,0,0.458093
99.35,1978.88,133.425,10583.7,1.09488,15.7574,0,0.458093
99.3667,1977.46,133.398,10584.2,1.09479,15.7633,0,0.458093
99.3833,1976.04,133.372,10584.8,1.0947,15.7693,0,0.458093
99.4,1974.61,133.345,10585.3,1.09461,15.7753,0,0.458093
99.4167,1973.18,133.318,10585.9,1.09452,15.7813,0,0.458093
99.4333,1971.74,133.292,10586.4,1.09443,15.7873,0,0.458093
99.45,1970.3,133.265,10587,1.09434,15.7933,0,0.458093
99.4667,1968.86,133.238,10587.5,1.09426,15.7993,0,0.458093
99.4833,1967.41,133.212,10588.1,1.09417,15.8053,0,0.458093
99.5,1965.96,133.185,10588.6,1.09408,15.8114,0,0.458093
99.5167,1964.5,133.158,10589.1,1.09399,15.8174,0,0.458093
99.5333,1963.04,133.131,10589.7,1.0939,15.8235,0,0.458093
99.55,1961.57,133.105,10590.2,1.09381,15.8295,0,0.458093
99.5667,1960.1,133.078,10590.8,1.09372,15.8356,0,0.458093
99.5833,1958.63,133.051,10591.3,1.09363,15.8417,0,0.458093
99.6,1957.15,133.024,10591.9,1.09354,15.8478,0,0.458093
99.6167,1955.67,132.997,10592.4,1.09345,15.8539,0,0.458093
99.6333,1954.19,132.97,10593,1.09337,15.86,0,0.458093
99.65,1952.7,132.943,10593.5,1.09328,15.8661,0,0.458093
99.6667,1951.2,132.916,10594,1.09319,15.8722,0,0.458093
99.6833,1949.7,132.889,10594.6,1.0931,15.8783,0,0.458093
99.7,1948.2,132.862,10595.1,1.09301,15.8845,0,0.458093
99.7167,1946.69,132.835,10595.7,1.09292,15.8906,0,0.458093
99.7333,1945.18,132.808,10596.2,1.09283,15.8968,0,0.458093
99.75,1943.67,132.781,10596.7,1.09274,15.9029,0,0.458093
99.7667,1942.15,132.754,10597.3,1.09265,15.9091,0,0.458093
99.7833,1940.63,132.727,10597.8,1.09257,15.9153,0,0.458093
99.8,1939.1,132.7,10598.4,1.09248,15.9215,0,0.458093
99.8167,1937.57,132.673,10598.9,1.09239,15.9277,0,0.458093
99.8333,1936.04,132.646,10599.4,1.0923,15.9339,0,0.458093
99.85,1934.5,132.619,10600,1.09221,15.9401,0,0.458093
99.8667,1932.95,132.592,10600.5,1.09212,15.9463,0,0.458093
99.8833,1931.41,132.564,10601.1,1.09203,15.9525,0,0.458093
99.9,1929.85,132.537,10601.6,1.09194,15.9588,0,0.458093
99.9167,1928.3,132.51,10602.1,1.09186,15.965,0,0.458093
99.9333,1926.74,132.483,10602.7,1.09177,15.9713,0,0.458093
99.95,1925.18,132.456,10603.2,1.09168,15.9775,0,0.458093
99.9667,1923.61,132.428,10603.7,1.09159,15.9838,0,0.458093
99.9833,1922.04,132.401,10604.3,1.0915,15.9901,0,0.458093
100,1920.46,132.374,10604.8,1.09141,15.9964,0,0.458093
100.017,1918.88,132.346,10605.3,1.09132,16.0027,0,0.458093
100.033,1917.3,132.319,10605.9,1.09123,16.009,0,0.458093
100.05,1915.71,132.292,10606.4,1.09115,16.0153,0,0.458093
100.067,1914.12,132.264,10606.9,1.09106,16.0216,0,0.458093
100.083,1912.52,132.237,10607.5,1.09097,16.028,0,0.458093
100.1,1910.92,132.21,10608,1.09088,16.0343,0,0.458093
100.117,1909.32,132.182,10608.5,1.09079,16.0407,0,0.458093
100.133,1907.71,132.155,10609,1.0907,16.047,0,0.458093
100.15,1906.1,132.127,10609.6,1.09062,16.0534,0,0.458093
100.167,1904.48,132.1,10610.1,1.09053,16.0598,0,0.458093
100.183,1902.86,132.072,10610.6,1.09044,16.0661,0,0.458093
100.2,1901.24,132.045,10611.2,1.09035,16.0725,0,0.458093
100.217,1899.61,132.017,10611.7,1.09026,16.0789,0,0.458093
100.233,1897.98,131.99,10612.2,1.09017,16.0853,0,0.458093
100.25,1896.34,131.962,10612.7,1.09008,16.0918,0,0.458093
100.267,1894.7,131.935,10613.3,1.09,16.0982,0,0.458093
100.283,1893.06,131.907,10613.8,1.08991,16.1046,0,0.458093
100.3,1891.41,131.879,10614.3,1.08982,16.1111,0,0.458093
100.317,1889.76,131.852,10614.9,1.08973,16.1175,0,0.458093
100.333,1888.1,131.824,10615.4,1.08964,16.124,0,0.458093
100.35,1886.44,131.796,10615.9,1.08956,16.1305,0,0.458093
100.367,1884.78,131.769,10616.4,1.08947,16.1369,0,0.458093
100.383,1883.11,131.741,10616.9,1.08938,16.1434,0,0.458093
100.4,1881.44,131.713,10617.5,1.08929,16.1499,0,0.458093
100.417,1879.76,131.686,10618,1.0892,16.1564,0,0.458093
100.433,1878.08,131.658,10618.5,1.08911,16.1629,0,0.458093
100.45,1876.4,131.63,10619,1.08903,16.1694,0,0.458093
100.467,1874.71,131.602,10619.6,1.08894,16.176,0,0.458093
100.483,1873.02,131.574,10620.1,1.08885,16.1825,0,0.458093
100.5,1871.32,131.547,10620.6,1.08876,16.189,0,0.458093
100.517,1869.62,131.519,10621.1,1.08867,16.1956,0,0.458093
100.533,1867.92,131.491,10621.6,1.08859,16.2022,0,0.458093
100.55,1866.21,131.463,10622.2,1.0885,16.2087,0,0.458093
100.567,1864.5,131.435,10622.7,1.08841,16.2153,0,0.458093
100.583,1862.79,131.407,10623.2,1.08832,16.2219,0,0.458093
100.6,1861.07,131.379,10623.7,1.08823,16.2285,0,0.458093
100.617,1859.35,131.352,10624.2,1.08815,16.2351,0,0.458093
100.633,1857.62,131.324,10624.7,1.08806,16.2417,0,0.458093
100.65,1855.89,131.296,10625.3,1.08797,16.2483,0,0.458093
100.667,1854.15,131.268,10625.8,1.08788,16.255,0,0.458093
100.683,1852.42,131.24,10626.3,1.08779,16.2616,0,0.458093
100.7,1850.67,131.212,10626.8,1.08771,16.2682,0,0.458093
100.717,1848.93,131.184,10627.3,1.08762,16.2749,0,0.458093
100.733,1847.18,131.156,10627.8,1.08753,16.2816,0,0.458093
100.75,1845.42,131.128,10628.3,1.08744,16.2882,0,0.458093
100.767,1843.67,131.1,10628.9,1.08736,16.2949,0,0.458093
100.783,1841.9,131.071,10629.4,1.08727,16.3016,0,0.458093
100.8,1840.14,131.043,10629.9,1.08718,16.3083,0,0.458093
100.817,1838.37,131.015,10630.4,1.08709,16.315,0,0.458093
100.833,1836.6,130.987,10630.9,1.087,16.3217,0,0.458093
100.85,1834.82,130.959,10631.4,1.08692,16.3284,0,0.458093
100.867,1833.04,130.931,10631.9,1.08683,16.3351,0,0.458093
100.883,1831.25,130.903,10632.4,1.08674,16.3419,0,0.458093
100.9,1829.46,130.874,10632.9,1.08665,16.3486,0,0.458093
100.917,1827.67,130.846,10633.4,1.08657,16.3554,0,0.458093
100.933,1825.88,130.818,10633.9,1.08648,16.3621,0,0.458093
100.95,1824.08,130.79,10634.5,1.08639,16.3689,0,0.458093
100.967,1822.27,130.762,10635,1.0863,16.3757,0,0.458093
100.983,1820.46,130.733,10635.5,1.08622,16.3825,0,0.458093
101,1818.65,130.705,10636,1.08613,16.3893,0,0.458093
101.017,1816.84,130.677,10636.5,1.08604,16.3961,0,0.458093
101.033,1815.02,130.649,10637,1.08596,16.4029,0,0.458093
101.05,1813.2,130.62,10637.5,1.08587,16.4097,0,0.458093
101.067,1811.37,130.592,10638,1.08578,16.4165,0,0.458093
101.083,1809.54,130.564,10638.5,1.08569,16.4234,0,0.458093
101.1,1807.71,130.535,10639,1.08561,16.4302,0,0.458093
101.117,1805.87,130.507,10639.5,1.08552,16.4371,0,0.458093
101.133,1804.03,130.478,10640,1.08543,16.4439,0,0.458093
101.15,1802.18,130.45,10640.5,1.08534,16.4508,0,0.458093
101.167,1800.33,130.422,10641,1.08526,16.4577,0,0.458093
101.183,1798.48,130.393,10641.5,1.08517,16.4646,0,0.458093
101.2,1796.62,130.365,10642,1.08508,16.4715,0,0.458093
101.217,1794.76,130.336,10642.5,1.085,16.4784,0,0.458093
101.233,1792.9,130.308,10643,1.08491,16.4853,0,0.458093
101.25,1791.03,130.279,10643.5,1.08482,16.4922,0,0.458093
101.267,1789.16,130.251,10644,1.08474,16.4991,0,0.458093
101.283,1787.28,130.222,10644.5,1.08465,16.5061,0,0.458093
101.3,1785.4,130.194,10645,1.08456,16.513,0,0.458093
101.317,1783.52,130.165,10645.5,1.08447,16.52,0,0.458093
101.333,1781.63,130.137,10646,1.08439,16.5269,0,0.458093
101.35,1779.74,130.108,10646.5,1.0843,16.5339,0,0.458093
101.367,1777.85,130.08,10647,1.08421,16.5409,0,0.458093
101.383,1775.95,130.051,10647.5,1.08413,16.5478,0,0.458093
101.4,1773.3,130.022,10647.9,0.0918575,16.5555,0,0.458093
101.417,1767.98,129.994,10648.4,0.0919016,16.5644,0,0.458093
101.433,1760.28,129.965,10648.9,0.0919478,16.5737,0,0.458093
101.45,1750.38,129.937,10649.4,0.0919958,16.5833,0,0.458093
101.467,1738.46,129.908,10649.9,0.0920456,16.5932,0,0.458093
101.483,1724.69,129.88,10650.4,0.092097,16.6034,0,0.458093
101.5,1709.23,129.852,10650.9,0.0921497,16.6139,0,0.458093
101.517,1692.2,129.824,10651.3,0.0922036,16.6245,0,0.458093
101.533,1675.35,129.797,10651.8,1.08456,16.6342,0,0.458093
101.55,1659.8,129.769,10652.3,1.0846,16.6432,0,0.458093
101.567,1645.36,129.742,10652.7,1.08462,16.652,0,0.458093
101.583,1631.2,129.715,10653.2,0.0923892,16.6614,0,0.458093
101.6,1616.91,129.689,10653.6,1.08472,16.6705,0,0.458093
101.617,1603.3,129.662,10654.1,0.0924803,16.6795,0,0.458093
101.633,1589.65,129.636,10654.5,1.08481,16.6884,0,0.458093
101.65,1575.44,129.609,10655,0.0925743,16.6981,0,0.458093
101.667,1561.1,129.583,10655.4,1.08494,16.7072,0,0.458093
101.683,1547.86,129.557,10655.8,1.08497,16.7156,0,0.458093
101.7,1535.52,129.532,10656.2,0.0927056,16.724,0,0.458093
101.717,1521.96,129.506,10656.7,0.0927533,16.7337,0,0.458093
101.733,1508.28,129.481,10657.1,1.08513,16.7425,0,0.458093
101.75,1495.65,129.456,10657.5,1.08516,16.7508,0,0.458093
101.767,1483.91,129.431,10657.9,1.08518,16.7589,0,0.458093
101.783,1471.84,129.406,10658.3,0.0929251,16.7678,0,0.458093
101.8,1459.44,129.381,10658.7,1.08529,16.7763,0,0.458093
101.817,1448.01,129.357,10659.1,1.08531,16.7843,0,0.458093
101.833,1435.75,129.332,10659.5,0.093054,16.7934,0,0.458093
101.85,1423.22,129.308,10659.9,1.08543,16.8019,0,0.458093
101.867,1411.66,129.284,10660.3,1.08546,16.8098,0,0.458093
101.883,1400.86,129.26,10660.7,0.0931768,16.8176,0,0.458093
101.9,1389.6,129.236,10661.1,0.0932188,16.8262,0,0.458093
101.917,1378.06,129.213,10661.5,1.08558,16.8344,0,0.458093
101.933,1367.39,129.189,10661.9,0.0932999,16.8421,0,0.458093
101.95,1355.37,129.166,10662.3,0.0933444,16.8511,0,0.458093
101.967,1343.13,129.143,10662.6,1.08574,16.8593,0,0.458093
101.983,1331.84,129.12,10663,1.08577,16.867,0,0.458093
102,1321.34,129.097,10663.4,1.08579,16.8745,0,0.458093
102.017,1311.38,129.074,10663.7,0.0935005,16.8821,0,0.458093
102.033,1301.13,129.051,10664.1,0.0935402,16.89,0,0.458093
102.05,1290.85,129.029,10664.5,0.0935798,16.8977,0,0.458093
102.067,1279.3,129.006,10664.8,0.0936228,16.9065,0,0.458093
102.083,1267.49,128.984,10665.2,1.08603,16.9144,0,0.458093
102.1,1256.61,128.962,10665.5,1.08606,16.9218,0,0.458093
102.117,1246.48,128.94,10665.9,1.08608,16.929,0,0.458093
102.133,1237.02,128.918,10666.2,0.0937732,16.9362,0,0.458093
102.15,1227,128.897,10666.6,0.0938119,16.9441,0,0.458093
102.167,1216.63,128.875,10666.9,1.08619,16.9517,0,0.458093
102.183,1207.03,128.854,10667.2,0.0938865,16.9587,0,0.458093
102.2,1197.21,128.832,10667.6,0.0939235,16.9663,0,0.458093
102.217,1187.14,128.811,10667.9,1.0863,16.9737,0,0.458093
102.233,1177.11,128.79,10668.2,0.0939987,16.9813,0,0.458093
102.25,1166.68,128.769,10668.5,1.08639,16.9886,0,0.458093
102.267,1157.08,128.749,10668.9,1.08641,16.9955,0,0.458093
102.283,1146.54,128.728,10669.2,0.0941104,17.0035,0,0.458093
102.3,1135.61,128.707,10669.5,1.08652,17.0108,0,0.458093
102.317,1125.55,128.687,10669.8,1.08655,17.0176,0,0.458093
102.333,1116.2,128.667,10670.1,1.08656,17.0243,0,0.458093
102.35,1106.75,128.647,10670.4,0.0942515,17.0315,0,0.458093
102.367,1096.86,128.627,10670.7,1.08665,17.0386,0,0.458093
102.383,1087.76,128.607,10671,1.08666,17.0452,0,0.458093
102.4,1077.69,128.587,10671.3,0.0943584,17.0528,0,0.458093
102.417,1067.2,128.567,10671.6,1.08678,17.0598,0,0.458093
102.433,1057.55,128.548,10671.9,1.0868,17.0663,0,0.458093
102.45,1048.59,128.529,10672.2,1.08681,17.0727,0,0.458093
102.467,1039.11,128.509,10672.5,0.0944947,17.0799,0,0.458093
102.483,1029.15,128.49,10672.8,1.08691,17.0867,0,0.458093
102.5,1019.99,128.471,10673.1,1.08692,17.093,0,0.458093
102.517,1011.05,128.452,10673.4,0.0945935,17.0996,0,0.458093
102.533,1001.76,128.434,10673.7,1.08699,17.1062,0,0.458093
102.55,992.47,128.415,10673.9,0.0946607,17.1129,0,0.458093
102.567,982.738,128.397,10674.2,1.08707,17.1195,0,0.458093
102.583,973.79,128.378,10674.5,1.08708,17.1256,0,0.458093
102.6,963.878,128.36,10674.7,0.0947604,17.1328,0,0.458093
102.617,953.553,128.342,10675,1.08719,17.1393,0,0.458093
102.633,944.063,128.324,10675.3,1.08721,17.1453,0,0.458093
102.65,935.255,128.306,10675.5,1.08723,17.1512,0,0.458093
102.667,926.647,128.288,10675.8,0.0948843,17.1574,0,0.458093
102.683,917.67,128.271,10676.1,1.08729,17.1636,0,0.458093
102.7,908.679,128.253,10676.3,0.0949475,17.17,0,0.458093
102.717,899.233,128.236,10676.6,1.08736,17.1762,0,0.458093
102.733,890.521,128.219,10676.8,0.0950086,17.1819,0,0.458093
102.75,881.547,128.202,10677.1,0.0950388,17.1882,0,0.458093
102.767,872.297,128.185,10677.3,1.08745,17.1942,0,0.458093
102.783,863.38,128.168,10677.5,0.095099,17.2001,0,0.458093
102.8,854.126,128.151,10677.8,1.08751,17.2061,0,0.458093
102.817,845.208,128.134,10678,0.0951585,17.212,0,0.458093
102.833,835.956,128.118,10678.2,1.08757,17.2178,0,0.458093
102.85,827.041,128.101,10678.5,0.0952171,17.2236,0,0.458093
102.867,817.794,128.085,10678.7,1.08763,17.2294,0,0.458093
102.883,808.886,128.069,10678.9,0.0952749,17.2351,0,0.458093
102.9,799.647,128.053,10679.2,1.08769,17.2408,0,0.458093
102.917,790.749,128.037,10679.4,0.0953319,17.2465,0,0.458093
102.933,781.522,128.021,10679.6,1.08775,17.2521,0,0.458093
102.95,772.883,128.006,10679.8,0.0953874,17.2574,0,0.458093
102.967,764.052,127.99,10680,0.0954157,17.2629,0,0.458093
102.983,755.072,127.975,10680.2,0.0954431,17.2686,0,0.458093
103,745.833,127.96,10680.4,1.08787,17.274,0,0.458093
103.017,737.187,127.945,10680.6,0.095497,17.2792,0,0.458093
103.033,728.39,127.93,10680.8,1.08791,17.2845,0,0.458093
103.05,718.736,127.915,10681,0.0955537,17.2906,0,0.458093
103.067,708.68,127.9,10681.2,1.08801,17.2959,0,0.458093
103.083,699.465,127.886,10681.4,1.08802,17.3008,0,0.458093
103.1,690.935,127.871,10681.6,1.08803,17.3056,0,0.458093
103.117,682.612,127.857,10681.8,0.0956549,17.3107,0,0.458093
103.133,673.928,127.843,10682,1.08808,17.3158,0,0.458093
103.15,665.554,127.829,10682.2,0.0957055,17.3208,0,0.458093
103.167,656.824,127.815,10682.4,1.08813,17.3258,0,0.458093
103.183,648.41,127.801,10682.6,0.0957554,17.3307,0,0.458093
103.2,639.647,127.787,10682.7,1.08818,17.3356,0,0.458093
103.217,631.203,127.773,10682.9,0.0958044,17.3404,0,0.458093
103.233,622.415,127.76,10683.1,1.08823,17.3453,0,0.458093
103.25,613.951,127.747,10683.3,0.0958526,17.35,0,0.458093
103.267,605.146,127.733,10683.4,1.08828,17.3548,0,0.458093
103.283,596.668,127.72,10683.6,0.0959,17.3594,0,0.458093
103.3,587.853,127.707,10683.8,1.08833,17.3641,0,0.458093
103.317,579.369,127.695,10683.9,0.0959466,17.3687,0,0.458093
103.333,570.549,127.682,10684.1,1.08838,17.3733,0,0.458093
103.35,562.308,127.669,10684.2,0.0959917,17.3775,0,0.458093
103.367,553.906,127.657,10684.4,1.08842,17.382,0,0.458093
103.383,544.638,127.645,10684.5,0.0960397,17.3872,0,0.458093
103.4,534.96,127.632,10684.7,1.08851,17.3916,0,0.458093
103.417,526.112,127.62,10684.8,1.08851,17.3957,0,0.458093
103.433,517.939,127.608,10685,1.08852,17.3996,0,0.458093
103.45,510.21,127.597,10685.1,0.0961227,17.4035,0,0.458093
103.467,502.249,127.585,10685.3,0.0961443,17.4077,0,0.458093
103.483,494.101,127.573,10685.4,0.0961651,17.4121,0,0.458093
103.5,485.66,127.562,10685.5,1.0886,17.4162,0,0.458093
103.517,477.531,127.551,10685.7,0.0962063,17.4203,0,0.458093
103.533,469.052,127.54,10685.8,1.08865,17.4243,0,0.458093
103.55,461.136,127.529,10685.9,0.096246,17.428,0,0.458093
103.567,453.045,127.518,10686.1,1.08868,17.432,0,0.458093
103.583,444.076,127.507,10686.2,0.0962887,17.4366,0,0.458093
103.6,434.688,127.496,10686.3,1.08876,17.4406,0,0.458093
103.617,426.117,127.486,10686.4,1.08877,17.4441,0,0.458093
103.633,418.21,127.475,10686.6,1.08877,17.4474,0,0.458093
103.65,410.736,127.465,10686.7,0.0963612,17.4509,0,0.458093
103.667,403.06,127.455,10686.8,1.08879,17.4545,0,0.458093
103.683,394.478,127.445,10686.9,0.096401,17.4589,0,0.458093
103.7,385.452,127.435,10687,1.08887,17.4626,0,0.458093
103.717,377.22,127.425,10687.1,1.08888,17.4658,0,0.458093
103.733,369.63,127.416,10687.2,1.08888,17.4689,0,0.458093
103.75,362.208,127.406,10687.3,0.0964685,17.4723,0,0.458093
103.767,354.396,127.397,10687.4,1.08891,17.4757,0,0.458093
103.783,346.859,127.387,10687.5,0.0965026,17.4791,0,0.458093
103.8,338.942,127.378,10687.6,1.08895,17.4824,0,0.458093
103.817,331.557,127.369,10687.7,0.0965352,17.4854,0,0.458093
103.833,323.971,127.36,10687.8,1.08897,17.4886,0,0.458093
103.85,315.483,127.351,10687.9,0.0965709,17.4926,0,0.458093
103.867,306.555,127.343,10688,1.08905,17.4958,0,0.458093
103.883,298.422,127.334,10688,1.08905,17.4986,0,0.458093
103.9,290.932,127.326,10688.1,1.08905,17.5013,0,0.458093
103.917,283.856,127.318,10688.2,0.0966293,17.504,0,0.458093
103.933,276.562,127.309,10688.3,1.08907,17.507,0,0.458093
103.95,268.348,127.301,10688.4,0.0966623,17.5107,0,0.458093
103.967,259.679,127.293,10688.4,1.08914,17.5136,0,0.458093
103.983,251.788,127.286,10688.5,1.08914,17.5162,0,0.458093
104,244.526,127.278,10688.6,1.08914,17.5186,0,0.458093
104.017,237.807,127.27,10688.6,0.0967155,17.521,0,0.458093
104.033,230.746,127.263,10688.7,0.0967291,17.5239,0,0.458093
104.05,223.341,127.256,10688.8,1.08918,17.5266,0,0.458093
104.067,216.439,127.248,10688.8,0.0967553,17.529,0,0.458093
104.083,209.312,127.241,10688.9,1.0892,17.5316,0,0.458093
104.1,201.719,127.234,10688.9,0.0967832,17.5346,0,0.458093
104.117,193.606,127.228,10689,1.08925,17.5372,0,0.458093
104.133,186.234,127.221,10689,1.08925,17.5393,0,0.458093
104.15,179.457,127.214,10689.1,1.08925,17.5413,0,0.458093
104.167,171.646,127.208,10689.1,0.0968332,17.5445,0,0.458093
104.183,163.359,127.201,10689.2,1.08932,17.5469,0,0.458093
104.2,155.831,127.195,10689.2,1.08931,17.5488,0,0.458093
104.217,148.914,127.189,10689.3,1.08931,17.5507,0,0.458093
104.233,142.559,127.183,10689.3,1.08931,17.5526,0,0.458093
104.25,135.14,127.177,10689.4,0.096889,17.5555,0,0.458093
104.267,127.22,127.172,10689.4,1.08937,17.5577,0,0.458093
104.283,120.033,127.166,10689.4,1.08937,17.5594,0,0.458093
104.3,113.434,127.16,10689.5,1.08937,17.5611,0,0.458093
104.317,107.375,127.155,10689.5,1.08936,17.5627,0,0.458093
104.333,100.233,127.15,10689.5,0.0969395,17.5654,0,0.458093
104.35,92.5723,127.145,10689.5,1.08942,17.5674,0,0.458093
104.367,85.6275,127.14,10689.6,1.08942,17.5689,0,0.458093
104.383,79.2546,127.135,10689.6,1.08941,17.5704,0,0.458093
104.4,73.3718,127.13,10689.6,0.0969734,17.5719,0,0.458093
104.417,67.3452,127.125,10689.6,0.0969817,17.5736,0,0.458093
104.433,61.1011,127.12,10689.7,1.08943,17.5753,0,0.458093
104.45,54.3376,127.116,10689.7,0.097001,17.5775,0,0.458093
104.467,47.0089,127.111,10689.7,1.08948,17.5792,0,0.458093
104.483,40.3743,127.107,10689.7,1.08947,17.5805,0,0.458093
104.5,34.2919,127.103,10689.7,1.08947,17.5817,0,0.458093
104.517,27.9799,127.099,10689.7,0.0970313,17.5834,0,0.458093
104.533,21.1165,127.095,10689.7,1.0895,17.585,0,0.458093
104.55,14.9125,127.091,10689.7,1.08949,17.5861,0,0.458093
104.567,9.19247,127.087,10689.7,0.0970513,17.5871,0,0.458093
104.583,3.07903,127.084,10689.7,0.0970583,17.5887,0,0.458093
104.6,-3.42419,127.08,10689.7,1.08952,17.5901,0,0.458093
104.617,-9.29415,127.077,10689.7,1.08951,17.591,0,0.458093
104.633,-15.7912,127.074,10689.7,0.0970793,17.5928,0,0.458093
104.65,-22.8649,127.07,10689.7,1.08956,17.5941,0,0.458093
104.667,-29.2572,127.067,10689.7,1.08955,17.5949,0,0.458093
104.683,-35.1089,127.064,10689.7,1.08954,17.5957,0,0.458093
104.7,-40.6401,127.061,10689.7,0.0970995,17.5966,0,0.458093
104.717,-46.4721,127.059,10689.7,1.08955,17.5977,0,0.458093
104.733,-52.4573,127.056,10689.7,0.0971111,17.599,0,0.458093
104.75,-59.0089,127.053,10689.6,1.08958,17.6,0,0.458093
104.767,-64.9171,127.051,10689.6,1.08957,17.6007,0,0.458093
104.783,-70.3196,127.049,10689.6,1.08957,17.6012,0,0.458093
104.8,-76.8337,127.046,10689.6,0.0971313,17.6029,0,0.458093
104.817,-83.8914,127.044,10689.6,1.08962,17.6038,0,0.458093
104.833,-90.2622,127.042,10689.5,1.08961,17.6043,0,0.458093
104.85,-96.0872,127.04,10689.5,1.08961,17.6047,0,0.458093
104.867,-101.41,127.038,10689.5,1.0896,17.6051,0,0.458093
104.883,-106.27,127.037,10689.5,1.08959,17.6055,0,0.458093
104.9,-111.825,127.035,10689.4,0.0971512,17.6067,0,0.458093
104.917,-118.02,127.034,10689.4,1.08963,17.6073,0,0.458093
104.933,-123.594,127.032,10689.4,1.08962,17.6076,0,0.458093
104.95,-128.682,127.031,10689.3,1.08961,17.6078,0,0.458093
104.967,-133.323,127.03,10689.3,1.0896,17.608,0,0.458093
104.983,-139.129,127.029,10689.3,0.0971651,17.6093,0,0.458093
105,-145.526,127.028,10689.2,1.08965,17.6098,0,0.458093
105.017,-151.283,127.027,10689.2,1.08965,17.6099,0,0.458093
105.033,-156.536,127.026,10689.1,1.08964,17.61,0,0.458093
105.05,-161.326,127.025,10689.1,1.08963,17.61,0,0.458093
105.067,-165.689,127.025,10689,1.08962,17.61,0,0.458093
105.083,-170.081,127.024,10689,0.0971709,17.6103,0,0.458093
105.1,-175.035,127.023,10688.9,1.08963,17.6105,0,0.458093
105.117,-179.461,127.023,10688.9,1.08962,17.6104,0,0.458093
105.133,-183.909,127.023,10688.8,0.0971733,17.6106,0,0.458093
105.15,-188.913,127.023,10688.8,1.08963,17.6108,0,0.458093
105.167,-193.383,127.022,10688.7,1.08962,17.6107,0,0.458093
105.183,-197.869,127.022,10688.7,0.0971745,17.6108,0,0.458093
105.2,-202.906,127.023,10688.6,1.08964,17.6109,0,0.458093
105.217,-207.405,127.023,10688.6,1.08962,17.6106,0,0.458093
105.233,-211.673,127.023,10688.5,0.0971737,17.6104,0,0.458093
105.25,-216.32,127.023,10688.5,1.08963,17.6104,0,0.458093
105.267,-220.496,127.024,10688.4,0.0971728,17.61,0,0.458093
105.283,-224.776,127.024,10688.3,0.0971721,17.6099,0,0.458093
105.3,-229.093,127.025,10688.3,0.0971713,17.6097,0,0.458093
105.317,-233.407,127.025,10688.2,1.08961,17.6094,0,0.458093
105.333,-238.84,127.026,10688.1,0.0971725,17.61,0,0.458093
105.35,-244.88,127.027,10688.1,1.08966,17.6099,0,0.458093
105.367,-250.298,127.028,10688,1.08965,17.6094,0,0.458093
105.383,-255.227,127.029,10687.9,1.08964,17.6088,0,0.458093
105.4,-259.708,127.03,10687.9,1.08963,17.6082,0,0.458093
105.417,-263.775,127.031,10687.8,1.08962,17.6076,0,0.458093
105.433,-267.463,127.032,10687.7,1.08961,17.6069,0,0.458093
105.45,-270.977,127.034,10687.6,0.0971555,17.6063,0,0.458093
105.467,-274.923,127.035,10687.6,1.08961,17.606,0,0.458093
105.483,-278.411,127.037,10687.5,1.08959,17.6052,0,0.458093
105.5,-283.137,127.038,10687.4,0.0971515,17.6055,0,0.458093
105.517,-288.52,127.04,10687.3,1.08964,17.6051,0,0.458093
105.533,-293.328,127.042,10687.3,1.08963,17.6043,0,0.458093
105.55,-297.692,127.044,10687.2,1.08962,17.6035,0,0.458093
105.567,-301.649,127.045,10687.1,1.08961,17.6026,0,0.458093
105.583,-305.229,127.048,10687,1.0896,17.6017,0,0.458093
105.6,-308.464,127.05,10686.9,1.08958,17.6007,0,0.458093
